review_id,content,score,thumbs_up_count,at,app_version,rating_sentiment,sentiment,source_app,source_app_id,scrape_country,scrape_language
5ab1b281-43a7-484e-94c5-4475a8cad3a0,"ini gimana sih, nunggu verivikasi kode otp ke SMS kok gak bisa,kok gak di kirim kirim kode otpnya, apakah sedang gangguan? padahal pesan pesan yg lain masuk semua, padahal nomor sudah benar,tidak ada yg keliru satupun",3,5,2025-04-14 19:34:55,4.12.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
d4be0315-0248-47d7-b321-8cf1bec4d4b0,"tuh kasih bintang 5, tapi masih aja bayar kendala",5,0,2026-05-04 11:44:15,,positif,negatif,Mobile JKN,app.bpjs.mobile,id,id
e1cc4596-035a-45c0-8578-4cc405fa9fd4,"mau masuk, nomor NIK sudah sesuai.. password sesuai.. Captca sesuai, tetep gagal katanya NIK salah",1,0,2026-05-08 04:10:51,,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
eb517d15-a7e4-4498-a4d9-80785555c74b,tolong perbaiki jangan selalu di ubgred hampir tiap 4 bln hrs selalu ubgred udh pada tua mana inget pin dll,3,0,2025-10-09 19:24:39,4.14.0,netral,netral,Mobile JKN,app.bpjs.mobile,id,id
911b1d5e-8649-4a25-8d08-8dfb7b6478f3,SETELAH DI UPDET SERING EROR TULISAN OFFLINE PDHL DATA NYALA DAN TIDAK BISA DI SCREENSHOT,2,0,2025-11-04 07:26:21,4.14.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
4e1cf6f0-8d69-4de0-9baa-5b0368146e0d,susah untuk dapat sms ya ini,1,0,2026-04-05 00:35:29,4.16.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
b387120a-7631-48da-b4e8-c0d4f3b0d818,sangat memudahkan,5,0,2026-05-05 10:15:55,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
e1245e14-3d1b-455e-a678-95f968767800,kocak mau daftar aja ga bisa aneh gajelas amat nih apk aneh,1,0,2026-04-12 20:42:57,,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
a5289adf-0009-4250-b313-b8013fed2e6d,"kasih 4 bintang dulu ,",4,0,2025-11-27 08:53:57,,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
dd8f53ac-9d9d-4722-b439-c6018c55afb1,"bintang 5 biar kebaca!!!! dana bikin aplikasi dikorup mulu ya gini, daftar aja susahnya minta ampun, sinyal udh bagus tetep gabisa, data sesuai tetep gabisa, maunya apasih bikin emosi doang, aplikasi yg katanya mempermudah masyarakat kok malah menyulitkan",5,0,2026-05-14 08:47:44,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
11eb65e2-6553-49d8-a84a-477caf7a7a40,apk ribet. bisa nggk orang BPJS langsung turun ke RS dan jangan d kantor Mulu. mau minta penjelasan soal aturan aja susah bener.,1,0,2026-04-09 04:54:16,4.16.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
0fb02c41-5ced-490d-b742-a7f83457fba7,Pelayanannya bagus,5,0,2026-05-13 06:38:35,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
af843165-b560-4461-bbce-cb0cc5d47ca7,"Aplikasi apa sudah berapa kali gunakan face id wajah buat daftar tapi g bisa, jangan persulit kasian orang yang sudah cukup umur buat daftar. apalagi katanya harus daftar jkn dulu mempersulit",2,1,2025-09-08 18:03:09,4.13.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
0bb8caec-3205-4ef7-8a91-41865974c106,"kode otp kaga masuk masuk, apalah",1,0,2026-04-26 18:32:33,4.16.1,negatif,netral,Mobile JKN,app.bpjs.mobile,id,id
c64c2714-538d-4083-bdb4-f55e60d6cca5,Aplikasi ini tidak bisa d pake di RS atau puskesmas daerah kami untuk daftar online,3,0,2024-08-30 17:21:11,,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
b8a75035-bf25-4032-8482-b0e33e7ccd55,suka log out sendiri...!!! dan sdh berkali kali masuk tetap saja gagal..,3,0,2025-07-09 07:11:44,4.12.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
eb78b5ad-c18e-4922-ad7e-680f25ec995e,membantu,5,0,2026-04-27 13:08:07,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
2e8f6167-7a2c-431c-8558-8b4e9bc41a72,"dude, kalau saya minta OTP harusnya bisa lewat WhatsApp juga lah, nomor saya aktif...",3,0,2025-05-18 09:34:34,,netral,netral,Mobile JKN,app.bpjs.mobile,id,id
eef2dd0a-1f7e-4adc-ba31-61f88afe28d3,good,5,0,2026-04-23 13:25:38,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
da16312d-7b66-46c0-97ec-5b2007ff6804,trimakasih banyak atas pelayanannya yg sangat membantu kami,5,0,2026-04-29 00:10:43,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
9933f088-d2c7-492c-9f96-a4a8d8f4575d,ok,5,0,2026-04-29 18:37:29,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
d023c23f-1f6d-47ad-b8e3-d11b438df6df,kenapa gak bisa buka...kenapa layar hitam aja keluar,3,0,2025-07-23 12:30:59,4.13.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
d880b885-01a9-4ec1-b7e3-1eb0bf016e0f,logout terus gangguan terus tolong di perbaiki aplikasi pasien mau daftar agak sulit karena gajgguan,4,0,2025-10-16 10:03:26,4.14.0,positif,negatif,Mobile JKN,app.bpjs.mobile,id,id
7e4865c8-29b5-4cc5-a550-8106dfa95f20,mantab,4,0,2025-12-12 22:37:31,4.14.0,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
8add6b47-d3ad-4750-81e7-4d361a330aec,susah daftar antrean online status gagal terus,4,0,2025-12-01 22:34:33,4.14.0,positif,negatif,Mobile JKN,app.bpjs.mobile,id,id
317cb479-f5af-483a-9ddb-8c481ecdc539,aplikasi gangguan lol,2,0,2025-10-15 08:14:43,4.14.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
84a4ce8b-487c-4c5b-ab34-fdca4307fe6a,"ini gimana saya bisa bayar iuran saya dan mngunakan fitur di aplikasi ini??? udah 2 hari nunggu kode OTP tapi tidak pernah dikirim, maaf ni kalau aplikasi ribet kayak gini gimana mau dipake untuk berobat?????",2,12,2025-06-12 21:30:58,4.12.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
7f5858de-6112-4b47-805d-7bc19ad4a47c,kenapa PBI di nonaktifkan,4,0,2025-06-20 08:57:23,4.12.0,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
eaf8da5b-d1c5-438f-98ea-589fcf3167e7,"hp saya gak di root tapi kenapa tiap mau buka aplikasi JKN ada notif ""demi keamanan aplikasi tidak bisa dibuka karena hp root"" dan tidak bisa diakses. mohon penjelasannya",4,0,2026-04-02 06:19:48,4.16.0,positif,negatif,Mobile JKN,app.bpjs.mobile,id,id
33d4efe7-fe90-427c-8db7-d86c823e4520,"Minta update, tapi diupdate selalu tidak bisa. Sangat mengecewakan! sekarang sudah oke (updated)",4,0,2025-12-05 21:25:21,4.12.0,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
cd62998d-151f-4260-8730-9bc4889aca71,mau ambil antrian untuk keluarga yang terdaftar 1 KK pun gab bisa di pencet,1,0,2026-04-20 06:30:01,4.16.1,negatif,netral,Mobile JKN,app.bpjs.mobile,id,id
0720f89a-b15e-4831-94cc-8c1d3fb90b16,Mohon untuk lebih upgrade lagi biar captcha cepat muncul cape nungguin captcha asik muter aja,3,0,2024-10-24 18:44:13,4.9.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
8c2a3950-1cab-441b-9839-67e96a4491da,Kepanjangan BPJS yang sebenarnya...!!!! BPJS => Bikin Pengguna Jadi Sulit. <=,3,0,2025-06-14 23:42:46,4.8.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
7cd0c364-1aba-4999-bae5-238934dcf1aa,"setelah update versi ini, dalam fitur Info Riwayat Pembayaran kok HILANG ? Yang ada hanya sampai November tahun 2019. Untuk Desember 2019 s.d Januari 2026 hilang, padahal sebelum update ada. Untuk pembayaran Februari ini baru ada.",4,0,2026-02-05 07:43:38,4.15.0,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
87cc33c2-69ed-4e10-8775-cebc86b5d9d2,kadang2 kalo ap nya 2 hari gk di buka haru masuk lgi ngisi no identitas,5,0,2026-05-08 09:01:39,4.16.1,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
65735055-43f1-4eb4-86c2-bc6b2da173db,nunggu verifikasi pake nomor dan email lama banget kenapa??????????,1,0,2026-04-20 09:39:57,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
7d843abc-932b-47d6-884e-c81fb1aa283e,kartu di gital tidak aplikasi tidak mengeluarkan kartu digital padahal kepesertaan aktif,1,0,2026-04-05 15:32:37,4.16.0,negatif,netral,Mobile JKN,app.bpjs.mobile,id,id
d6031093-cd5c-40b1-a9d2-0d66d9cb7910,sangat membantu .tapi sayang ini kenapa aplikasinya hilang tanpa ada pemberitahuan,5,0,2026-04-28 08:16:25,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
3ac1651f-9536-44c2-889e-b98b854239d5,"Saat memasukkan nomor telpon untuk verifikasi tapi kode untuk verifikasinya tidak ada muncul muncul di pesan,sudah coba berulang ulang hasilnya tetap sama padahal jaringan internet bagus",3,0,2024-10-13 07:58:56,4.9.0,netral,netral,Mobile JKN,app.bpjs.mobile,id,id
77ba6bb5-f11c-4428-862e-1a5d98de180c,mantap,5,0,2026-05-03 23:16:51,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
2103e12c-c452-47c4-8b1d-5bceb3b5fa8e,good,5,0,2026-05-08 14:16:13,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
282502b9-0ec4-4eae-9d22-36b99f05d7ce,"pasword sudah benar, tapi tetap gak bisa login. tolong di benahi lagi secepatnya......",1,0,2026-04-08 10:00:56,4.12.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
d354a9db-27d1-48e3-83da-1c5e6ac3884f,apk aneh keluar sendiri udah gila ku rasa,3,0,2025-11-18 16:41:16,4.14.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
e6178b3d-6edd-48ff-9ecf-8196df92c683,sekarang app nya udh bagus bgt,5,0,2026-04-23 08:27:13,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
06102629-40f0-4162-918f-21d612db6dd4,Sangat baik,5,0,2026-05-03 05:57:33,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
bb28e339-b303-4e2d-973d-2c3debe037e1,bagusee,4,0,2026-04-26 17:17:52,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
b0134964-f0ee-4abb-8f11-e2aee9717b5c,"Aplikasi nya jelek, mohon segera diperbaiki",3,0,2024-11-05 11:42:06,4.9.0,netral,netral,Mobile JKN,app.bpjs.mobile,id,id
91d4adde-d54e-4bba-b2ac-c83bb0a067ae,"Untuk pendaftaran online kenapa tidak bisa ya, tertulis dengan keterangan di aplikasi jkn surat kontrol atau rujukan tidak ada tetapi surat rujukan dari puskesmas masih berlaku atau aktif,mohon solusinya?",3,0,2024-10-21 09:30:08,4.9.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
88650e0f-aa9a-4b83-9fe1-e7735f790a22,"aplikasi yang membangongkan sering log out sendiri,mau login susah,nik benar,password benar captcha benar tp katanya slh ,udah disi pulsa mohon coba lagi , heyyyy ayolahhh aplikasi itu harusnya mempermudah bukan mempersulit apalagi ini punya pemerintah",2,0,2025-10-17 19:34:10,4.14.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
cc2bbede-e5cc-4417-aa14-9cc40b3ddfd0,sangat di sayangkan setiap Ingin mendaftar ke puskesmas sllu saja di sruh masuk atau daftar akun. padahal ini bukan kali pertama mohon di perhatikan lagi yg ada aplikasi bgni bkin ribet karena harus daftar dari awal sesuai petunjuk tapi berulang ulang setiap Ingin digunakan 🥵,2,8,2025-07-21 14:04:09,4.13.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
dec3776a-ac12-4334-946b-b7a64618eaf3,"Keren Aplikasinya, terimakasih",5,0,2026-05-10 12:03:32,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
4561bf6f-61a3-4357-be7b-f5a27a2843aa,"log out mulu, mana tidak bisa pakai fingerprint padahal sebelumnya login pakai itu aja bisa ini hrus input lg menual da lupa password",2,0,2026-02-07 17:46:52,,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
07a07629-afd3-4894-918c-50e5846f8005,mau daftar antrian pada hari Minggu tidak bisa padahal daftar antriannya buat besok hari Senin...gini2 amat program pemerintah padahal tiap bulan selalu bayar,5,0,2026-05-03 15:11:09,,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
5d013316-e921-4f0f-b0fc-0027d0027cdc,"kode nya ga masuk"" udah nunggu lama tetep aja ga masuk"" gimna deh nih apk",3,1,2026-03-29 20:41:37,4.16.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
e1ff9946-aed6-4b41-b725-528e578c0aa4,Indonesian bukan negara kecil .. apakah tidak ada orang yg pinter yang bisa memperbaiki aplikasi JKN mobile .... mau daftar ribet proses sulit,1,0,2026-05-13 14:22:52,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
d7905859-37ac-4daf-82ba-fe78ac6cc4e0,ok,5,0,2026-05-11 17:59:38,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
ee856561-6d21-4026-826e-771934bc79fe,parah nungguin verif sms ga di kirim kirim,1,0,2026-04-06 23:17:30,4.16.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
44c405e2-40cf-4147-b472-7665539e8cc9,"Kenapa setiap membuka aplikasinya di suruh mendaftar terus, tolong di perbaiki aplikasinya.",3,0,2025-02-28 20:58:17,4.12.0,netral,netral,Mobile JKN,app.bpjs.mobile,id,id
e7061502-c9fc-45a6-a56a-f17bf9b4f5b3,jossss,5,0,2026-05-01 07:25:01,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
e0e03db7-3496-401e-8b19-d89a9d381f1f,aplikasi anda sungguh sangat menyebalkan,1,0,2026-04-26 14:28:47,,negatif,netral,Mobile JKN,app.bpjs.mobile,id,id
4e22185e-c70c-48ff-8fec-f6b938c88efa,Aplikasi sering lemot lelet upgrade error. Kalau memang semuanya jd online hrsnya kualitas app nya d tingkatkan dulu,3,0,2025-02-01 08:33:15,,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
7260a738-99a7-4cfc-b214-8b8b6a8ced3c,app yg tidak jelas kode otp gk bisa pas daftar no hp gk masuk² sudah beberapa kali coba dan ganti no juga sama saja buang² waktu download app ini gak guna,1,0,2026-05-02 09:52:02,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
541cac8f-8f05-4649-8b29-9b8afccfe66e,bagus tapi lama nerima verifikasi email,4,0,2025-09-03 00:29:21,4.13.1,positif,negatif,Mobile JKN,app.bpjs.mobile,id,id
eefe1616-919d-4afe-8758-0404c20d81ef,Lebih bagus lagi kalau ada pembayaran via qris,4,0,2026-03-03 06:04:33,4.15.0,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
17627f7d-d541-4b67-8db9-b759da387d68,gk bisa login,1,0,2026-04-09 18:22:52,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
4fe04bbe-285c-4765-a93c-a56cb1e352a7,Mau rgitrasi ga ada sms verifikasi ke no hp.. Ke email juga ga ada... Gmana mau pake jkn mobile kalo gitu,3,0,2024-11-01 10:39:44,4.9.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
cd8259ed-9d9f-42cb-91d2-b8d81da3df47,mau ubah segmen peserta harus 1 kluarga? nying ribet,1,0,2026-05-07 23:42:31,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
262881f4-b0b0-4bde-a838-0701325e8054,"tolong dong perbaiki, saya mau mendaftar tidak bisa menambahkan nomor. sudah 2 harian eror mulu.",3,0,2026-05-10 22:29:16,4.16.1,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
dff336d0-7564-44fb-8657-687692d62081,"Ini aplikasi kebanyakan maintenance nya... Saya mau dftar buat jadwal gak bisa2 maintenance mulu.. parah. Tolong lah developer diperbaiki, keluhan para pengguna ini.",3,0,2024-03-06 14:07:45,,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
4c052ae9-1b3e-4086-b54c-b016b64c5994,sering eror g bisa dipakai,3,0,2026-04-11 05:53:41,4.16.1,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
a46a1e63-7b4d-45dd-8ed8-8a30a263dd60,"kocak banget dah asli nih apk nya gjelas (aku kasih bintang 5) biar seneng aja, lagian juga nih apk ny cuma bikin otak belibet sama buang"" waktu gw doang mending apus aja nih aplikasi nya!!!",5,0,2026-05-05 20:24:48,,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
6b842b0c-dd6a-4d5f-a9bf-5e9b547141da,perekam wajah agak lama,4,0,2025-10-04 12:02:00,4.14.0,positif,negatif,Mobile JKN,app.bpjs.mobile,id,id
716d1ab7-1f0f-440d-8b5e-851e8e072320,ok,5,0,2026-05-15 10:04:56,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
3e6a383f-a499-4f90-aa13-b69a89c6d619,Kamera verifikasinya harus dikembangin lagi agar prosesnya dapat terdetek ceet,2,0,2025-12-30 10:04:32,,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
850300b1-e729-464b-b45e-f18d91ced64c,Mantao,3,0,2024-09-03 21:52:47,4.9.0,netral,netral,Mobile JKN,app.bpjs.mobile,id,id
908e9419-66c3-456b-8bfd-d9e286486ceb,Mau mendaftarkan saja sulit,2,0,2026-05-14 20:09:38,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
2a1bea83-e688-44e8-bfde-ce142278da3e,"No TLP udh bener, minta verifikasi aja g dikirim"". Pulsa mencukupi. Parah",3,0,2024-12-13 12:39:28,,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
23098f72-b341-4aa3-a825-caa0481eb93c,sangat terbantu/memudahkan,5,0,2026-05-03 06:46:26,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
b79ff862-b76a-4653-8bce-d4957cdaba50,alhamdulilah membantu banget,5,0,2026-05-08 20:33:08,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
e7aa3745-3508-4b4a-9f84-516e564fbcaa,baik,4,0,2025-12-24 08:04:58,4.14.0,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
0272dfa9-2ce3-42c2-bbad-f113b1da1033,"hi kaka aku mau tanya , kok aplikasi jkn mobile tidak bisa screenshoot ya? aku mau sc nomor antrian yg sudah kubiat di jkn mobile? plis jawab kak..",4,0,2026-03-14 06:16:47,4.9.0,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
4acc917e-63f2-41ac-9f4b-91cede913b40,"udh brpa kli login gk bisa katany slh nik yg pasword ny lh,, pdhl udh bnr, setiap mau buka ssllu harus daftar dlu .. bkn jdi mudh jdi ribet😌😌",2,0,2026-02-21 08:31:16,4.15.0,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
c83380bd-812d-41e7-8eef-52fbf2f3e3a1,"pelayanan baik, semuanya ramah ramah",5,0,2026-05-12 15:08:41,4.16.0,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
f23bf075-ce9c-4c9e-9763-10991f4931e1,Bagus,5,0,2026-04-25 14:30:35,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
9b09b5e2-0691-49be-9faf-b00262198cab,Bpjs nya selalu eror,3,0,2024-02-29 08:43:37,4.7.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
3e7b7a27-27a1-4b01-b50e-fdebf6b15cad,loginnya susah yaa padahal kemaren udah masuk udah daftar disuruh masuk.. ribetnya..,3,0,2026-05-08 15:57:00,,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
4a55d4fa-d3ef-48c8-87d2-36258ad28187,Harus lebih diperbaiki lagi ini aplikasinya pas mau daftarnya masa susah banget,3,0,2024-07-23 19:55:09,,netral,netral,Mobile JKN,app.bpjs.mobile,id,id
69ee3bfc-60d8-4298-8473-fcf0eb752810,sangat membantu,4,0,2026-03-10 10:54:06,4.15.0,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
697e77bc-e08a-43d7-8f8a-f9c6efb59576,lemot,4,0,2025-10-16 08:58:35,4.14.0,positif,negatif,Mobile JKN,app.bpjs.mobile,id,id
f07fe79a-7a5f-4af4-b9c2-8d028f62c02b,"baiknya sistem antrian diadakan di lokasi saja.biar jelas..siapa yg datang duluan dia lngsung daftar.sudah 1,5 jam belum dipanggil2.dari jam 08.10 saya dan anak saya datang,padahal masih agak sepi pagi tadi belum ramai .sangat kecewa.krn dalam kondisi anak sakit harus mengantri berjam jam lamanya..harap diperbaiki sistem ini..ga guna",1,0,2026-04-15 09:43:58,4.16.1,negatif,netral,Mobile JKN,app.bpjs.mobile,id,id
fbb88787-e4d1-4008-b68b-f02f4f929b2f,apk apa ini jelek banget verifikasi muka udah bener tetep aja coba lagi coba lagi,1,0,2026-05-01 10:17:28,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
320ad1ef-30b3-4259-96f2-8a3f7c19f67f,"untuk minta kode verifikasi susah amat si, padahal aplikasi penting gini mah harus di permudah.. tolong di perbaiki lagi.",1,0,2026-04-15 05:19:57,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
ce905c36-0313-4c48-90cf-967050d80841,Setiap kali mau daftar atau masuk harus verifikasi nomor dan tidak bisa dg Ket permintaan tidak bisa di proses. Padahal nomor masih aktif & masih terpasang. Selang beberapa saat nyoba lagi masih sama kayak gitu... Semoga bisa diperbaiki lagi biar tidak rumiittt 🙏,3,0,2024-12-28 16:01:04,4.9.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
52fe3070-2384-41c0-9e55-6093f145ac7c,gooood,5,0,2026-05-16 06:53:32,4.16.1,positif,netral,Mobile JKN,app.bpjs.mobile,id,id
5e530425-afcc-439a-a935-a02b0039e3c2,sangat membantu,5,0,2026-05-04 17:06:04,4.16.1,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
dda2d7db-5688-4693-a464-4a7f0b1a0361,"kebanyakan update bikin memori penuh, masukin nomer tlp di jkn dan pandawa eror mulu,",1,0,2026-05-13 11:46:06,,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
25151226-9134-41ac-802c-8db4b877e277,semoga membantu aplikasinya,4,0,2026-01-15 10:17:25,,positif,positif,Mobile JKN,app.bpjs.mobile,id,id
8e14d987-27a8-4c49-aaf0-03deeba0ce6b,Aplikasi sering EROR ketika Akhir bulan dan Awal Bulan,2,0,2026-04-30 15:59:09,4.16.1,negatif,negatif,Mobile JKN,app.bpjs.mobile,id,id
9a0ff055-9d9d-4c93-9515-15cfcc90ebed,"Susah daftarnya.. untuk kode verifikasi no hp, kode tidak di kirim kirim pdahal sudah di coba berkali kali ..pada akhirnya ya ga bisa daftar sayanya",3,0,2024-10-21 19:14:00,4.9.0,netral,negatif,Mobile JKN,app.bpjs.mobile,id,id
